text,priority,category,is_fake
The illegal parking at Hospital Road is very dangerous.,High,Traffic,0
Urgent attention required for bus stop broken in River Bank.,High,Public Transport,0
The bus late at Market Area is very dangerous.,High,Public Transport,0
Complaining about loud music near Market Area.,Low,Noise,0
sewage overflow reported by residents of River Bank.,Medium,Sanitation,0
We are facing water leakage problems in Bus Stand.,High,Water Supply,0
"Severe pipe burst observed at Main St, urgent help needed.",High,Water Supply,0
The dead animal at Bus Stand is very dangerous.,High,Sanitation,0
Urgent attention required for bus late in School Zone.,High,Public Transport,0
The rude conductor at Gandhi Nagar is very dangerous.,High,Public Transport,0
general query reported by residents of Gandhi Nagar.,Low,General,0
The transformer spark at City Center is very dangerous.,High,Electricity,0
Please fix the street light off near Main St.,High,Electricity,0
Complaining about hanging wires near Underpass.,High,Electricity,0
lost property reported by residents of School Zone.,Low,General,0
The broken fence at Hospital Road is very dangerous.,High,Safety,0
job offer 198,Low,Spam,1
The electric pole fell at Underpass is very dangerous.,High,Electricity,0
Please fix the traffic signal broken near Bus Stand.,Low,Traffic,0
"Severe illegal parking observed at City Center, urgent help needed.",High,Traffic,0
"Severe road blocked observed at River Bank, urgent help needed.",High,Traffic,0
Urgent attention required for suspicious activity in City Center.,High,Safety,0
"Severe electric pole fell observed at Hospital Road, urgent help needed.",High,Electricity,0
Urgent attention required for contaminated water in Market Area.,High,Water Supply,0
"Severe transformer spark observed at Suburbs, urgent help needed.",High,Electricity,0
Complaining about wrong side driving near Bus Stand.,Low,Traffic,0
There is a broken fence at Gandhi Nagar.,Low,Safety,0
Complaining about traffic jam near Railway Station.,Low,Traffic,0
Complaining about road blocked near Bus Stand.,Low,Traffic,0
overcrowded bus reported by residents of Market Area.,Low,Public Transport,0
There is a late night party at School Zone.,Low,Noise,0
Please fix the broken fence near Highway 66.,Low,Safety,0
late night party reported by residents of River Bank.,Low,Noise,0
We are facing dead animal problems in Industrial Area.,Medium,Sanitation,0
earn from home 713,Low,Spam,1
Urgent attention required for bus stop broken in Railway Station.,High,Public Transport,0
The uneven surface at MG Road is very dangerous.,High,Roads,0
The illegal parking at Gandhi Nagar is very dangerous.,High,Traffic,0
Please fix the traffic signal broken near Industrial Area.,Low,Traffic,0
We are facing pothole problems in Gandhi Nagar.,Medium,Roads,0
Complaining about factory noise near Suburbs.,Low,Noise,0
Complaining about bus late near Highway 66.,Low,Public Transport,0
We are facing dirty water problems in Railway Station.,High,Water Supply,0
We are facing water leakage problems in Main St.,High,Water Supply,0
Complaining about transformer spark near Highway 66.,High,Electricity,0
Please fix the contaminated water near MG Road.,High,Water Supply,0
"Severe general query observed at Sector 4, urgent help needed.",High,General,0
Urgent attention required for sewage overflow in Sector 4.,High,Sanitation,0
Please fix the factory noise near Bus Stand.,Low,Noise,0
The late night party at 5th Avenue is very dangerous.,High,Noise,0
water leakage reported by residents of Sector 4.,High,Water Supply,0
buy watches 278,Low,Spam,1
road blocked reported by residents of School Zone.,Low,Traffic,0
Complaining about manhole open near Underpass.,Medium,Roads,0
Complaining about low pressure near 5th Avenue.,High,Water Supply,0
Urgent attention required for late night party in MG Road.,High,Noise,0
Please fix the rude conductor near Flyover.,Low,Public Transport,0
Complaining about manhole open near River Bank.,Medium,Roads,0
The request information at Bus Stand is very dangerous.,High,General,0
Please fix the wrong side driving near Industrial Area.,Low,Traffic,0
Complaining about general query near Main St.,Low,General,0
We are facing bus stop broken problems in School Zone.,Low,Public Transport,0
The overflowing dustbin at Suburbs is very dangerous.,High,Sanitation,0
The overcrowded bus at Railway Station is very dangerous.,High,Public Transport,0
We are facing suspicious activity problems in Sector 4.,Low,Safety,0
Urgent attention required for traffic jam in MG Road.,High,Traffic,0
Complaining about hanging wires near Industrial Area.,High,Electricity,0
Please fix the broken road near School Zone.,Medium,Roads,0
click this link 402,Low,Spam,1
bus stop broken reported by residents of River Bank.,Low,Public Transport,0
transformer spark reported by residents of Underpass.,High,Electricity,0
We are facing general query problems in Railway Station.,Low,General,0
suspicious activity reported by residents of Central Park.,Low,Safety,0
There is a traffic signal broken at Flyover.,Low,Traffic,0
water leakage reported by residents of Underpass.,High,Water Supply,0
Complaining about construction noise near Main St.,Low,Noise,0
The low pressure at MG Road is very dangerous.,High,Water Supply,0
We are facing traffic signal broken problems in MG Road.,Low,Traffic,0
cheap meds 726,Low,Spam,1
Please fix the general query near Main St.,Low,General,0
The traffic signal broken at 5th Avenue is very dangerous.,High,Traffic,0
We are facing bus late problems in Flyover.,Low,Public Transport,0
The late night party at Highway 66 is very dangerous.,High,Noise,0
We are facing loud music problems in Sector 4.,Low,Noise,0
There is a broken fence at Market Area.,Low,Safety,0
"Severe wrong side driving observed at Gandhi Nagar, urgent help needed.",High,Traffic,0
Complaining about park maintenance near City Center.,Low,General,0
The speed breaker issue at Hospital Road is very dangerous.,High,Roads,0
The pothole at Suburbs is very dangerous.,High,Roads,0
There is a pipe burst at Flyover.,High,Water Supply,0
garbage pile reported by residents of MG Road.,Medium,Sanitation,0
Please fix the stray dogs near Industrial Area.,Low,Safety,0
Urgent attention required for bus stop broken in School Zone.,High,Public Transport,0
Urgent attention required for transformer spark in Bus Stand.,High,Electricity,0
Urgent attention required for manhole open in Industrial Area.,High,Roads,0
bad smell reported by residents of River Bank.,Medium,Sanitation,0
uneven surface reported by residents of 5th Avenue.,Medium,Roads,0
Complaining about garbage pile near Highway 66.,Medium,Sanitation,0
subscribe for free 644,Low,Spam,1
There is a request information at River Bank.,Low,General,0
wrong side driving reported by residents of Hospital Road.,Low,Traffic,0
overcrowded bus reported by residents of Main St.,Low,Public Transport,0
dirty water reported by residents of MG Road.,High,Water Supply,0
"Severe transformer spark observed at City Center, urgent help needed.",High,Electricity,0
unlit area reported by residents of Hospital Road.,Low,Safety,0
The bad smell at Hospital Road is very dangerous.,High,Sanitation,0
Urgent attention required for dead animal in Sector 4.,High,Sanitation,0
There is a general query at Main St.,Low,General,0
"Severe overcrowded bus observed at Underpass, urgent help needed.",High,Public Transport,0
We are facing bad road condition problems in Sector 4.,Medium,Roads,0
Urgent attention required for unsafe crossing in Central Park.,High,Safety,0
crypto investment 318,Low,Spam,1
"Severe factory noise observed at School Zone, urgent help needed.",High,Noise,0
We are facing speed breaker issue problems in Hospital Road.,Medium,Roads,0
The pothole at Market Area is very dangerous.,High,Roads,0
"Severe request information observed at Sector 4, urgent help needed.",High,General,0
There is a factory noise at Highway 66.,Low,Noise,0
The hanging wires at Railway Station is very dangerous.,High,Electricity,0
There is a bad road condition at Suburbs.,Medium,Roads,0
bad smell reported by residents of Market Area.,Medium,Sanitation,0
Please fix the pothole near Underpass.,Medium,Roads,0
Urgent attention required for rude conductor in Sector 4.,High,Public Transport,0
There is a sewage overflow at Sector 4.,Medium,Sanitation,0
Please fix the speed breaker issue near Hospital Road.,Medium,Roads,0
The general query at 5th Avenue is very dangerous.,High,General,0
Complaining about water leakage near Sector 4.,High,Water Supply,0
The broken fence at Gandhi Nagar is very dangerous.,High,Safety,0
Urgent attention required for unlit area in Market Area.,High,Safety,0
We are facing water leakage problems in Gandhi Nagar.,High,Water Supply,0
free money 567,Low,Spam,1
Please fix the park maintenance near Suburbs.,Low,General,0
Complaining about lost property near Flyover.,Low,General,0
"Severe illegal parking observed at City Center, urgent help needed.",High,Traffic,0
Urgent attention required for illegal parking in Hospital Road.,High,Traffic,0
Complaining about dirty water near Sector 4.,High,Water Supply,0
pipe burst reported by residents of Railway Station.,High,Water Supply,0
The factory noise at Flyover is very dangerous.,High,Noise,0
lost property reported by residents of School Zone.,Low,General,0
Please fix the loud music near Bus Stand.,Low,Noise,0
There is a park maintenance at School Zone.,Low,General,0
We are facing rude conductor problems in School Zone.,Low,Public Transport,0
garbage pile reported by residents of Railway Station.,Medium,Sanitation,0
We are facing stray dogs problems in Gandhi Nagar.,Low,Safety,0
We are facing illegal parking problems in Underpass.,Low,Traffic,0
We are facing garbage pile problems in 5th Avenue.,Medium,Sanitation,0
Urgent attention required for unlit area in Gandhi Nagar.,High,Safety,0
dirty water reported by residents of Underpass.,High,Water Supply,0
The dirty water at Market Area is very dangerous.,High,Water Supply,0
"Severe general query observed at School Zone, urgent help needed.",High,General,0
Please fix the no water supply near Market Area.,High,Water Supply,0
The hanging wires at River Bank is very dangerous.,High,Electricity,0
We are facing overcrowded bus problems in Suburbs.,Low,Public Transport,0
"Severe traffic signal broken observed at Suburbs, urgent help needed.",High,Traffic,0
Complaining about no water supply near Central Park.,High,Water Supply,0
"Severe lost property observed at Suburbs, urgent help needed.",High,General,0
overflowing dustbin reported by residents of River Bank.,Medium,Sanitation,0
buy watches 288,Low,Spam,1
We are facing traffic signal broken problems in Railway Station.,Low,Traffic,0
We are facing late night party problems in Hospital Road.,Low,Noise,0
There is a suspicious activity at City Center.,Low,Safety,0
"Severe overcrowded bus observed at 5th Avenue, urgent help needed.",High,Public Transport,0
Complaining about construction noise near Highway 66.,Low,Noise,0
The garbage pile at Flyover is very dangerous.,High,Sanitation,0
bad smell reported by residents of Suburbs.,Medium,Sanitation,0
The lost property at Gandhi Nagar is very dangerous.,High,General,0
"Severe no water supply observed at Underpass, urgent help needed.",High,Water Supply,0
"Severe late night party observed at 5th Avenue, urgent help needed.",High,Noise,0
"Severe road blocked observed at Main St, urgent help needed.",High,Traffic,0
overcrowded bus reported by residents of Flyover.,Low,Public Transport,0
Please fix the pothole near School Zone.,Medium,Roads,0
Please fix the sewage overflow near MG Road.,Medium,Sanitation,0
Complaining about speed breaker issue near Gandhi Nagar.,Medium,Roads,0
Complaining about low pressure near Flyover.,High,Water Supply,0
Please fix the contaminated water near Main St.,High,Water Supply,0
There is a wrong side driving at Bus Stand.,Low,Traffic,0
Urgent attention required for pipe burst in MG Road.,High,Water Supply,0
The request information at Underpass is very dangerous.,High,General,0
Please fix the speed breaker issue near Hospital Road.,Medium,Roads,0
We are facing bus late problems in Industrial Area.,Low,Public Transport,0
There is a bus stop broken at Sector 4.,Low,Public Transport,0
We are facing unlit area problems in Hospital Road.,Low,Safety,0
Please fix the bad smell near Flyover.,Medium,Sanitation,0
"Severe request information observed at MG Road, urgent help needed.",High,General,0
"Severe construction noise observed at Sector 4, urgent help needed.",High,Noise,0
Urgent attention required for park maintenance in Gandhi Nagar.,High,General,0
Please fix the overcrowded bus near Gandhi Nagar.,Low,Public Transport,0
general query reported by residents of Flyover.,Low,General,0
There is a street light off at School Zone.,High,Electricity,0
Complaining about speed breaker issue near Gandhi Nagar.,Medium,Roads,0
Complaining about late night party near Main St.,Low,Noise,0
The stray dogs at Flyover is very dangerous.,High,Safety,0
"Severe park maintenance observed at 5th Avenue, urgent help needed.",High,General,0
uneven surface reported by residents of City Center.,Medium,Roads,0
Please fix the unsafe crossing near Underpass.,Low,Safety,0
The rude conductor at Market Area is very dangerous.,High,Public Transport,0
Urgent attention required for park maintenance in MG Road.,High,General,0
bad road condition reported by residents of Gandhi Nagar.,Medium,Roads,0
We are facing clogged drain problems in Market Area.,Medium,Sanitation,0
We are facing bus late problems in 5th Avenue.,Low,Public Transport,0
Complaining about water leakage near MG Road.,High,Water Supply,0
Complaining about pipe burst near Hospital Road.,High,Water Supply,0
There is a request information at Bus Stand.,Low,General,0
There is a bad road condition at Industrial Area.,Medium,Roads,0
The traffic signal broken at Market Area is very dangerous.,High,Traffic,0
Urgent attention required for construction noise in Sector 4.,High,Noise,0
There is a wrong side driving at Suburbs.,Low,Traffic,0
"Severe speed breaker issue observed at Market Area, urgent help needed.",High,Roads,0
Please fix the park maintenance near Market Area.,Low,General,0
The stray dogs at Underpass is very dangerous.,High,Safety,0
There is a broken fence at MG Road.,Low,Safety,0
"Severe speed breaker issue observed at Central Park, urgent help needed.",High,Roads,0
rude conductor reported by residents of Industrial Area.,Low,Public Transport,0
Urgent attention required for request information in Suburbs.,High,General,0
Complaining about bad road condition near Railway Station.,Medium,Roads,0
Urgent attention required for transformer spark in School Zone.,High,Electricity,0
unlit area reported by residents of Industrial Area.,Low,Safety,0
There is a bad road condition at River Bank.,Medium,Roads,0
We are facing garbage pile problems in Flyover.,Medium,Sanitation,0
bus late reported by residents of MG Road.,Low,Public Transport,0
Complaining about general query near 5th Avenue.,Low,General,0
Please fix the lost property near MG Road.,Low,General,0
There is a bus stop broken at Hospital Road.,Low,Public Transport,0
Urgent attention required for late night party in Hospital Road.,High,Noise,0
Urgent attention required for rude conductor in Sector 4.,High,Public Transport,0
sewage overflow reported by residents of Central Park.,Medium,Sanitation,0
Complaining about unlit area near School Zone.,Low,Safety,0
Urgent attention required for sewage overflow in Gandhi Nagar.,High,Sanitation,0
Urgent attention required for unsafe crossing in School Zone.,High,Safety,0
buy watches 243,Low,Spam,1
There is a traffic jam at Hospital Road.,Low,Traffic,0
There is a request information at Central Park.,Low,General,0
Please fix the low pressure near Suburbs.,High,Water Supply,0
We are facing bus stop broken problems in Flyover.,Low,Public Transport,0
Urgent attention required for suspicious activity in Central Park.,High,Safety,0
Please fix the clogged drain near Flyover.,Medium,Sanitation,0
The loud music at Bus Stand is very dangerous.,High,Noise,0
The factory noise at Suburbs is very dangerous.,High,Noise,0
We are facing dead animal problems in Sector 4.,Medium,Sanitation,0
"Severe construction noise observed at Highway 66, urgent help needed.",High,Noise,0
free money 561,Low,Spam,1
Urgent attention required for garbage pile in MG Road.,High,Sanitation,0
The rude conductor at 5th Avenue is very dangerous.,High,Public Transport,0
Urgent attention required for bad smell in Central Park.,High,Sanitation,0
Please fix the street light off near Suburbs.,High,Electricity,0
cheap meds 687,Low,Spam,1
Please fix the bad smell near Highway 66.,Medium,Sanitation,0
pipe burst reported by residents of Flyover.,High,Water Supply,0
electric pole fell reported by residents of Industrial Area.,High,Electricity,0
Complaining about unlit area near Main St.,Low,Safety,0
"Severe manhole open observed at MG Road, urgent help needed.",High,Roads,0
Please fix the no water supply near Gandhi Nagar.,High,Water Supply,0
"Severe hanging wires observed at MG Road, urgent help needed.",High,Electricity,0
There is a street light off at Central Park.,High,Electricity,0
hanging wires reported by residents of Highway 66.,High,Electricity,0
Please fix the unsafe crossing near Flyover.,Low,Safety,0
Complaining about sewage overflow near Suburbs.,Medium,Sanitation,0
There is a loud music at Underpass.,Low,Noise,0
construction noise reported by residents of Railway Station.,Low,Noise,0
There is a bad road condition at Sector 4.,Medium,Roads,0
Please fix the electric pole fell near Main St.,High,Electricity,0
There is a manhole open at Main St.,Medium,Roads,0
unlit area reported by residents of Suburbs.,Low,Safety,0
Urgent attention required for dead animal in Main St.,High,Sanitation,0
"Severe sewage overflow observed at Flyover, urgent help needed.",High,Sanitation,0
We are facing low pressure problems in Market Area.,High,Water Supply,0
Complaining about uneven surface near 5th Avenue.,Medium,Roads,0
Complaining about unlit area near 5th Avenue.,Low,Safety,0
hanging wires reported by residents of Bus Stand.,High,Electricity,0
broken fence reported by residents of Gandhi Nagar.,Low,Safety,0
We are facing construction noise problems in Bus Stand.,Low,Noise,0
Urgent attention required for general query in Central Park.,High,General,0
Complaining about general query near Central Park.,Low,General,0
Urgent attention required for bus late in 5th Avenue.,High,Public Transport,0
Complaining about bad road condition near Gandhi Nagar.,Medium,Roads,0
Urgent attention required for factory noise in Gandhi Nagar.,High,Noise,0
The manhole open at 5th Avenue is very dangerous.,High,Roads,0
general query reported by residents of 5th Avenue.,Low,General,0
The traffic signal broken at Flyover is very dangerous.,High,Traffic,0
sewage overflow reported by residents of Suburbs.,Medium,Sanitation,0
There is a illegal parking at Central Park.,Low,Traffic,0
Urgent attention required for broken road in Gandhi Nagar.,High,Roads,0
lottery winner 968,Low,Spam,1
"Severe unsafe crossing observed at Underpass, urgent help needed.",High,Safety,0
There is a loud music at Sector 4.,Low,Noise,0
unsafe crossing reported by residents of 5th Avenue.,Low,Safety,0
We are facing manhole open problems in Main St.,Medium,Roads,0
verify account 197,Low,Spam,1
Urgent attention required for stray dogs in Gandhi Nagar.,High,Safety,0
verify account 828,Low,Spam,1
The overflowing dustbin at 5th Avenue is very dangerous.,High,Sanitation,0
lost property reported by residents of Main St.,Low,General,0
Complaining about unlit area near School Zone.,Low,Safety,0
Urgent attention required for dirty water in Flyover.,High,Water Supply,0
The power cut at Industrial Area is very dangerous.,High,Electricity,0
We are facing road blocked problems in City Center.,Low,Traffic,0
"Severe overcrowded bus observed at River Bank, urgent help needed.",High,Public Transport,0
Please fix the factory noise near Suburbs.,Low,Noise,0
lottery winner 938,Low,Spam,1
"Severe road blocked observed at Gandhi Nagar, urgent help needed.",High,Traffic,0
Complaining about general query near 5th Avenue.,Low,General,0
pothole reported by residents of City Center.,Medium,Roads,0
Urgent attention required for dead animal in City Center.,High,Sanitation,0
We are facing broken fence problems in Underpass.,Low,Safety,0
bad road condition reported by residents of School Zone.,Medium,Roads,0
Complaining about bus stop broken near Railway Station.,Low,Public Transport,0
uneven surface reported by residents of Railway Station.,Medium,Roads,0
Please fix the hanging wires near Central Park.,High,Electricity,0
sign up now 967,Low,Spam,1
Urgent attention required for sewage overflow in Market Area.,High,Sanitation,0
We are facing wrong side driving problems in Industrial Area.,Low,Traffic,0
The unlit area at Main St is very dangerous.,High,Safety,0
The bus stop broken at River Bank is very dangerous.,High,Public Transport,0
There is a bus late at Central Park.,Low,Public Transport,0
Urgent attention required for hanging wires in Central Park.,High,Electricity,0
There is a traffic signal broken at Industrial Area.,Low,Traffic,0
Complaining about factory noise near Industrial Area.,Low,Noise,0
Please fix the park maintenance near Hospital Road.,Low,General,0
The general query at Sector 4 is very dangerous.,High,General,0
The road blocked at City Center is very dangerous.,High,Traffic,0
Please fix the unlit area near Hospital Road.,Low,Safety,0
Complaining about loud music near Railway Station.,Low,Noise,0
Please fix the factory noise near Bus Stand.,Low,Noise,0
Urgent attention required for dirty water in Gandhi Nagar.,High,Water Supply,0
The illegal parking at Suburbs is very dangerous.,High,Traffic,0
The traffic signal broken at Gandhi Nagar is very dangerous.,High,Traffic,0
We are facing bus stop broken problems in Hospital Road.,Low,Public Transport,0
Complaining about overcrowded bus near Gandhi Nagar.,Low,Public Transport,0
We are facing contaminated water problems in Industrial Area.,High,Water Supply,0
We are facing rude conductor problems in MG Road.,Low,Public Transport,0
uneven surface reported by residents of City Center.,Medium,Roads,0
We are facing broken road problems in Underpass.,Medium,Roads,0
Urgent attention required for factory noise in Underpass.,High,Noise,0
There is a lost property at Main St.,Low,General,0
The bus late at Suburbs is very dangerous.,High,Public Transport,0
Urgent attention required for no water supply in Central Park.,High,Water Supply,0
There is a water leakage at Underpass.,High,Water Supply,0
lottery winner 969,Low,Spam,1
Please fix the low pressure near Market Area.,High,Water Supply,0
Urgent attention required for unsafe crossing in Railway Station.,High,Safety,0
Please fix the broken road near Gandhi Nagar.,Medium,Roads,0
Urgent attention required for loud music in Suburbs.,High,Noise,0
Please fix the broken fence near Bus Stand.,Low,Safety,0
"Severe dirty water observed at Sector 4, urgent help needed.",High,Water Supply,0
We are facing construction noise problems in Sector 4.,Low,Noise,0
The rude conductor at River Bank is very dangerous.,High,Public Transport,0
There is a sewage overflow at 5th Avenue.,Medium,Sanitation,0
Complaining about rude conductor near Industrial Area.,Low,Public Transport,0
We are facing dead animal problems in MG Road.,Medium,Sanitation,0
The loud music at Gandhi Nagar is very dangerous.,High,Noise,0
The traffic signal broken at Underpass is very dangerous.,High,Traffic,0
There is a bad smell at Highway 66.,Medium,Sanitation,0
speed breaker issue reported by residents of Hospital Road.,Medium,Roads,0
cheap meds 825,Low,Spam,1
Please fix the bad smell near Hospital Road.,Medium,Sanitation,0
Please fix the overflowing dustbin near Underpass.,Medium,Sanitation,0
The factory noise at Railway Station is very dangerous.,High,Noise,0
Urgent attention required for request information in 5th Avenue.,High,General,0
"Severe speed breaker issue observed at School Zone, urgent help needed.",High,Roads,0
cheap meds 633,Low,Spam,1
The request information at Flyover is very dangerous.,High,General,0
Complaining about sewage overflow near Gandhi Nagar.,Medium,Sanitation,0
The dead animal at Railway Station is very dangerous.,High,Sanitation,0
The road blocked at Main St is very dangerous.,High,Traffic,0
Complaining about overcrowded bus near Gandhi Nagar.,Low,Public Transport,0
bus stop broken reported by residents of 5th Avenue.,Low,Public Transport,0
Please fix the pothole near Main St.,Medium,Roads,0
"Severe factory noise observed at Main St, urgent help needed.",High,Noise,0
The water leakage at City Center is very dangerous.,High,Water Supply,0
We are facing clogged drain problems in River Bank.,Medium,Sanitation,0
The traffic signal broken at Gandhi Nagar is very dangerous.,High,Traffic,0
sewage overflow reported by residents of Hospital Road.,Medium,Sanitation,0
factory noise reported by residents of Hospital Road.,Low,Noise,0
Please fix the low pressure near Central Park.,High,Water Supply,0
earn from home 821,Low,Spam,1
The low pressure at City Center is very dangerous.,High,Water Supply,0
park maintenance reported by residents of Central Park.,Low,General,0
Complaining about sewage overflow near Market Area.,Medium,Sanitation,0
There is a water leakage at Central Park.,High,Water Supply,0
Urgent attention required for power cut in Central Park.,High,Electricity,0
There is a park maintenance at Suburbs.,Low,General,0
Urgent attention required for unsafe crossing in Central Park.,High,Safety,0
Please fix the bus late near Market Area.,Low,Public Transport,0
There is a pipe burst at Gandhi Nagar.,High,Water Supply,0
Urgent attention required for suspicious activity in Suburbs.,High,Safety,0
The uneven surface at School Zone is very dangerous.,High,Roads,0
traffic signal broken reported by residents of Suburbs.,Low,Traffic,0
water leakage reported by residents of Railway Station.,High,Water Supply,0
Please fix the pipe burst near Sector 4.,High,Water Supply,0
subscribe for free 247,Low,Spam,1
Complaining about suspicious activity near MG Road.,Low,Safety,0
We are facing suspicious activity problems in Gandhi Nagar.,Low,Safety,0
There is a speed breaker issue at Gandhi Nagar.,Medium,Roads,0
There is a broken road at Bus Stand.,Medium,Roads,0
"Severe bus stop broken observed at Highway 66, urgent help needed.",High,Public Transport,0
Urgent attention required for request information in Main St.,High,General,0
Please fix the pipe burst near Market Area.,High,Water Supply,0
"Severe speed breaker issue observed at Suburbs, urgent help needed.",High,Roads,0
hanging wires reported by residents of School Zone.,High,Electricity,0
There is a sewage overflow at River Bank.,Medium,Sanitation,0
Complaining about dead animal near Railway Station.,Medium,Sanitation,0
Complaining about wrong side driving near Railway Station.,Low,Traffic,0
"Severe factory noise observed at MG Road, urgent help needed.",High,Noise,0
"Severe traffic signal broken observed at Main St, urgent help needed.",High,Traffic,0
Please fix the request information near Gandhi Nagar.,Low,General,0
Complaining about unlit area near Highway 66.,Low,Safety,0
suspicious activity reported by residents of Railway Station.,Low,Safety,0
Urgent attention required for broken fence in Hospital Road.,High,Safety,0
crypto investment 744,Low,Spam,1
Please fix the power cut near 5th Avenue.,High,Electricity,0
Complaining about garbage pile near City Center.,Medium,Sanitation,0
There is a overcrowded bus at Highway 66.,Low,Public Transport,0
Urgent attention required for power cut in Central Park.,High,Electricity,0
"Severe no water supply observed at Hospital Road, urgent help needed.",High,Water Supply,0
Complaining about bad smell near Gandhi Nagar.,Medium,Sanitation,0
We are facing dirty water problems in MG Road.,High,Water Supply,0
Please fix the factory noise near Flyover.,Low,Noise,0
"Severe park maintenance observed at Gandhi Nagar, urgent help needed.",High,General,0
There is a overcrowded bus at Market Area.,Low,Public Transport,0
We are facing pothole problems in Suburbs.,Medium,Roads,0
We are facing illegal parking problems in MG Road.,Low,Traffic,0
"Severe broken road observed at MG Road, urgent help needed.",High,Roads,0
The contaminated water at Gandhi Nagar is very dangerous.,High,Water Supply,0
There is a power cut at Hospital Road.,High,Electricity,0
The power cut at Bus Stand is very dangerous.,High,Electricity,0
Please fix the hanging wires near Hospital Road.,High,Electricity,0
Urgent attention required for suspicious activity in Suburbs.,High,Safety,0
There is a broken road at Main St.,Medium,Roads,0
There is a park maintenance at Suburbs.,Low,General,0
"Severe overcrowded bus observed at Central Park, urgent help needed.",High,Public Transport,0
"Severe bad road condition observed at School Zone, urgent help needed.",High,Roads,0
We are facing manhole open problems in Market Area.,Medium,Roads,0
Urgent attention required for loud music in Main St.,High,Noise,0
Please fix the dirty water near City Center.,High,Water Supply,0
Complaining about hanging wires near Flyover.,High,Electricity,0
Complaining about bus late near Market Area.,Low,Public Transport,0
"Severe clogged drain observed at 5th Avenue, urgent help needed.",High,Sanitation,0
The street light off at Suburbs is very dangerous.,High,Electricity,0
Please fix the construction noise near Underpass.,Low,Noise,0
The road blocked at Hospital Road is very dangerous.,High,Traffic,0
Complaining about low pressure near River Bank.,High,Water Supply,0
There is a transformer spark at Highway 66.,High,Electricity,0
Complaining about broken fence near City Center.,Low,Safety,0
speed breaker issue reported by residents of Gandhi Nagar.,Medium,Roads,0
low pressure reported by residents of Highway 66.,High,Water Supply,0
We are facing wrong side driving problems in Sector 4.,Low,Traffic,0
There is a broken fence at Railway Station.,Low,Safety,0
We are facing stray dogs problems in Sector 4.,Low,Safety,0
Urgent attention required for rude conductor in Industrial Area.,High,Public Transport,0
"Severe dirty water observed at Suburbs, urgent help needed.",High,Water Supply,0
Complaining about pipe burst near 5th Avenue.,High,Water Supply,0
Please fix the broken fence near Central Park.,Low,Safety,0
Please fix the request information near Flyover.,Low,General,0
There is a illegal parking at 5th Avenue.,Low,Traffic,0
loud music reported by residents of River Bank.,Low,Noise,0
We are facing loud music problems in Flyover.,Low,Noise,0
There is a factory noise at River Bank.,Low,Noise,0
loud music reported by residents of Central Park.,Low,Noise,0
Please fix the bus late near City Center.,Low,Public Transport,0
"Severe illegal parking observed at Hospital Road, urgent help needed.",High,Traffic,0
The wrong side driving at Industrial Area is very dangerous.,High,Traffic,0
The wrong side driving at Railway Station is very dangerous.,High,Traffic,0
traffic signal broken reported by residents of Railway Station.,Low,Traffic,0
Complaining about traffic signal broken near School Zone.,Low,Traffic,0
Complaining about pipe burst near Industrial Area.,High,Water Supply,0
Complaining about factory noise near Suburbs.,Low,Noise,0
"Severe power cut observed at Bus Stand, urgent help needed.",High,Electricity,0
There is a bus late at Highway 66.,Low,Public Transport,0
Complaining about rude conductor near Railway Station.,Low,Public Transport,0
Urgent attention required for suspicious activity in Industrial Area.,High,Safety,0
There is a power cut at Bus Stand.,High,Electricity,0
Urgent attention required for overcrowded bus in Flyover.,High,Public Transport,0
verify account 410,Low,Spam,1
Please fix the overflowing dustbin near River Bank.,Medium,Sanitation,0
Urgent attention required for overcrowded bus in Flyover.,High,Public Transport,0
Urgent attention required for overcrowded bus in City Center.,High,Public Transport,0
click this link 457,Low,Spam,1
"Severe water leakage observed at Central Park, urgent help needed.",High,Water Supply,0
"Severe bus stop broken observed at 5th Avenue, urgent help needed.",High,Public Transport,0
dating site 737,Low,Spam,1
Complaining about street light off near Flyover.,High,Electricity,0
Complaining about bad road condition near River Bank.,Medium,Roads,0
Complaining about late night party near Bus Stand.,Low,Noise,0
There is a overflowing dustbin at Market Area.,Medium,Sanitation,0
There is a power cut at 5th Avenue.,High,Electricity,0
There is a dirty water at Flyover.,High,Water Supply,0
Please fix the bad smell near 5th Avenue.,Medium,Sanitation,0
The dead animal at Bus Stand is very dangerous.,High,Sanitation,0
suspicious activity reported by residents of Underpass.,Low,Safety,0
cheap meds 401,Low,Spam,1
"Severe illegal parking observed at City Center, urgent help needed.",High,Traffic,0
"Severe late night party observed at Underpass, urgent help needed.",High,Noise,0
Complaining about loud music near Hospital Road.,Low,Noise,0
Complaining about dirty water near 5th Avenue.,High,Water Supply,0
Please fix the overcrowded bus near Suburbs.,Low,Public Transport,0
"Severe overcrowded bus observed at School Zone, urgent help needed.",High,Public Transport,0
"Severe road blocked observed at MG Road, urgent help needed.",High,Traffic,0
buy watches 414,Low,Spam,1
The lost property at Railway Station is very dangerous.,High,General,0
"Severe low pressure observed at Flyover, urgent help needed.",High,Water Supply,0
The road blocked at 5th Avenue is very dangerous.,High,Traffic,0
Urgent attention required for transformer spark in Main St.,High,Electricity,0
buy watches 455,Low,Spam,1
rude conductor reported by residents of City Center.,Low,Public Transport,0
